"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"789253",0.3071,0.2587,0.6422,0.3524,0.3901,0.2504,0.4263,0.3566,0.2399,0.7379,0.6461,0.5915,0.496,0.1366,0.1795,0.1712,0.1802,0.3016,0.292,0.1882,0.1963,0.1978,0.2619,0.2906,0.2401,0.1711,0.1203,0.2536,0.2038,0.2857,0.1911,0.1938,0.3133,0.383,0.2003,0.2137,0.1467,0.3716,0.1885,0.2489,0.2162,0.3144,0.1854,1.7279,1.25,1.7074,0.3578,0.5981,0.9563,0.7064,0.2698,0.9658,0.6221,2.0948,1.0203,1.5621,0.725,1.2128,1.4069,1.9275,0.6986,0.4852,0.4352,0.7605
"898219",0.1106,0.1619,0.1679,0.2802,0.5772,0.2353,0.411,0.2274,0.1482,0.1897,0.171,0.1694,0.1311,0.1571,0.056,0.0567,0.1164,0.162,0.1504,0.1511,0.0419,0.4286,0.0872,0.248,0.2568,0.1924,0.1081,0.2779,0.0994,0.1012,0.2587,0.0977,0.4741,0.625,0.2137,0.2062,0.4574,0.172,0.1991,0.1321,0.0407,0.1483,0.165,0.4919,0.959,1.15,1.4669,1.294,0.8941,1.538,1.0891,2.4431,1.4417,2.625,0.4258,0.7874,0.6008,0.2121,0.1453,0.6498,0.3258,1.5833,0.4961,0.5812
"840942",1.8115,0.3362,0.3466,1.1871,1.4613,2.464,1.1759,0.7223,0.8363,6.9829,2.3285,1.0361,1.5377,0.3245,0.4647,0.101,0.2117,0.1866,0.1675,0.2562,0.1322,0.4475,0.1653,5.7508,5.0101,6.2027,3.1748,1.7154,4.674,3.915,3.2065,0.0694,0.2022,0.2124,0.2228,0.0869,0.1223,0.2759,0.3455,0.1173,0.142,0.0843,0.0566,0.2162,0.4621,0.2089,0.2285,0.1752,0.2505,0.0671,0.0861,0.0693,0.3143,2.7121,2.0304,0.6535,2.0879,2.4534,2.0864,1.2955,1.4958,0.2922,0.96,0.843
"80109",0.5048,0.1327,0.5114,0.224,0.6995,0.4202,0.4473,0.2774,0.1843,2.9521,0.5332,0.2606,0.5582,0.1037,0.0753,0.0552,0.0744,0.1669,0.1472,0.1538,0.027,0.074,0.0734,4.8524,5.0288,4.1432,1.8065,0.75,1.6377,2.0578,0.714,0.0662,0.1659,0.2096,0.1473,0.0899,0.1156,0.171,0.1489,0.0497,0.0679,0.0694,0.1091,0.1515,0.392,0.3383,0.1974,0.1701,0.2391,0.1444,0.0855,0.067,0.087,0.9871,1.0493,0.3613,0.5031,0.7958,0.7131,0.3662,0.7367,0.2302,0.4142,0.42
"782811",1.1608,1.2068,0.4098,0.2775,0.5543,1.1088,0.7565,0.2988,0.4592,0.7618,0.4882,0.4768,0.9762,3.5989,0.9826,1.3135,2.5424,2.7812,3.5158,2.5429,0.8668,3.2961,3.712,3.8767,2.8786,3.2443,4.9113,4.1217,4.6844,3.1374,3.6645,3.3051,3.5877,2.2419,2.5888,3.8342,3.3979,2.3645,3.0709,1.7197,2.136,2.4753,2.88,0.868,0.7675,1.1441,2.3879,2.4071,1.8156,1.2185,1.0677,2.26,1.5195,0.246,0.6319,0.3521,0.6223,1.0484,0.4227,0.8198,1.3956,0.6541,0.7116,2.1497
"784224",0.4964,0.4959,0.607,0.2547,0.9249,0.4379,0.3681,0.2623,0.1808,0.4885,0.2486,0.1855,0.4073,0.5114,0.4087,0.3284,0.5321,0.4085,0.3941,0.458,0.3463,0.6853,0.7931,0.5713,0.4952,0.8835,0.3409,0.5765,0.3838,0.771,0.45,0.3583,0.5922,0.4015,0.3441,0.471,0.599,0.307,0.3662,0.4388,0.2471,0.3559,0.5064,6.0234,4.6947,4.9147,1.2661,5.1002,4.4417,4.1913,3.2493,2.89,3.5035,4.953,5.5867,3.868,4.0418,0.5909,2.0514,7.9145,0.701,2.7369,2.9856,0.6343
"839736",0.45,0.5823,1.0384,5.5697,1.7657,3.2881,0.8117,1.9678,1.7922,5.928,0.7932,1.3764,0.56,1.1185,0.1595,0.1125,0.3673,0.2185,0.1865,0.2759,0.1646,0.2388,0.2911,0.1971,0.1795,0.2112,0.1989,0.1856,0.1846,0.202,0.2417,0.1782,0.4559,0.3565,0.3137,0.1987,0.4971,0.1681,0.2223,0.2216,0.2431,0.2283,0.3763,2.5465,0.7123,0.6808,0.5274,0.4238,0.6822,0.2107,0.2748,0.2629,0.3673,2.1551,1.0949,2.8305,0.6978,17.383,2.1005,0.6806,1.1023,5.0839,0.1536,0.5427
"151261",0.4088,0.1889,0.4212,0.2352,0.1312,0.3292,0.3008,0.1418,0.1361,0.1423,0.1273,0.1087,0.1537,1.097,0.1758,0.2506,0.8686,0.6658,0.6087,0.5589,0.2456,0.6424,1.3509,0.58,0.5684,0.7947,0.7595,1.2609,1.1083,0.9263,0.4122,1.747,0.4442,0.2993,0.8208,1.3281,1.0398,0.906,0.6373,0.7843,0.7105,0.9319,0.4007,0.3703,0.3146,0.2174,0.3671,0.8576,0.8132,0.5795,0.4266,0.2414,0.3339,0.18,0.5036,0.2595,0.0852,0.1324,0.2949,0.2875,0.3476,0.1162,0.3857,0.1775
"244618",0.1765,0.3163,0.3363,0.489,0.1979,0.1583,0.3656,0.3059,0.1562,0.3695,0.0713,0.1133,0.351,0.0657,0.0512,0.0494,0.9612,0.1174,0.107,0.1329,0.1285,0.0892,0.3151,0.0704,0.0445,0.068,0.0404,0.1386,0.1233,0.1405,0.0889,0.0766,0.1627,0.3602,0.8005,1.0619,0.0418,0.0933,0.0584,0.4106,0.0079,0.1549,0.1002,3.6686,1.5294,0.7183,2.4047,1.2575,3.1109,0.3683,0.3635,0.5483,1.027,6.022,3.0984,4.2104,2.5362,3.6105,3.4325,1.4584,0.3242,6.0855,3.7557,1.5972
"111884",0.1289,0.3085,0.3334,0.2562,0.3304,0.437,0.3403,0.2071,0.0872,0.5212,0.1962,0.2636,0.2174,0.2184,0.2015,0.1157,0.1579,0.1676,0.1618,0.1922,0.0485,0.1314,0.0793,0.1739,0.1409,0.0848,0.0566,0.1186,0.2154,0.1636,0.1983,0.2044,0.2632,0.2473,0.092,0.1659,0.1521,0.2528,0.1336,0.0873,0.0458,0.1069,0.0748,0.4128,0.8351,0.5072,0.1526,0.5692,0.614,0.3945,0.6587,0.0548,0.2697,0.3219,0.6142,0.2773,1.5673,0.3133,0.6967,0.7897,0.5299,0.1949,1.9567,0.9441
"139705",0.7661,0.931,0.4982,0.4533,0.335,0.4449,0.2836,0.4885,0.3384,0.1575,0.1967,0.1566,0.4409,0.3164,0.8838,0.7082,0.9425,0.4856,0.4747,0.4998,0.8907,0.3257,0.3712,1.3561,1.4869,0.9644,1.0306,2.8224,0.5591,1.3475,1.0779,0.8998,0.4133,0.7246,1.2719,0.871,0.6424,0.8235,0.7316,1.2051,0.686,0.9053,0.6781,1.1315,0.8049,0.401,0.3129,0.9461,0.942,0.7918,0.4083,0.4314,0.382,0.7211,0.5178,0.5564,0.6624,0.2721,0.2525,0.3269,0.5313,0.4427,0.39,0.1633
"262920",0.7339,0.988,0.3495,0.3034,0.3344,0.9271,0.3044,0.4781,0.4705,0.4345,0.7659,0.3013,0.2586,0.2258,1.19,0.7965,1.0882,0.3335,0.2955,0.4525,0.2981,0.2222,0.2222,1.4124,1.1339,2.051,1.2561,2.1298,1.1487,1.9754,1.2806,0.7722,0.8151,0.3331,1.0083,1.325,2.0852,0.7334,0.454,1.2556,0.6405,0.7393,0.4704,0.583,0.3353,0.1096,0.5242,0.6503,0.6846,0.5072,0.8061,0.299,0.9732,0.5098,1.7737,0.3129,0.8352,0.5366,0.9615,0.6802,0.5056,0.2862,0.3808,0.7157
"293500",0.3293,0.2159,0.2002,0.2821,0.2075,0.0667,0.2708,0.1636,0.1369,0.3257,0.2259,0.0833,0.262,0.0435,0.2071,0.1795,0.2615,0.1296,0.1209,0.7677,0.2371,0.0911,0.0617,0.0312,0.04,0.1375,0.0281,0.1632,0.077,0.0673,0.2499,0.2132,0.1452,0.2976,0.2901,0.265,0.0826,0.3504,0.0501,0.408,0.0068,0.103,0.7921,0.6555,0.7136,0.4135,0.3401,0.6895,0.75,0.7803,0.9198,1.0109,0.7186,0.9354,0.5345,0.4919,1.5354,0.2126,0.3955,0.2994,0.5339,0.3424,3.1403,1.2844
"142134",0.265,0.1445,0.5802,0.2282,0.3355,0.1684,0.2749,0.4465,0.4216,0.5434,0.1856,0.2082,0.4251,0.1058,0.1233,0.1957,0.2018,0.3108,0.3064,0.17,0.068,0.3698,0.1881,0.1183,0.1057,0.0693,0.0425,0.078,0.1434,0.0833,0.1839,0.1395,0.1345,0.227,0.1767,0.0464,0.0933,0.1952,0.1173,0.1331,0.1443,0.1513,0.1927,0.941,0.4275,0.9168,0.5744,0.7832,0.73,0.8729,0.1998,0.767,0.3901,0.5136,1.0941,0.5406,0.6702,0.3379,0.6699,0.5045,0.6978,0.2968,0.3605,0.1271
"380620",0.1204,0.1017,0.1788,0.2082,0.1197,0.0857,0.1652,0.1646,0.1019,0.3318,0.1224,0.1093,0.118,0.1827,0.197,0.2411,0.1416,0.2028,0.1921,0.0874,0.3276,0.1965,0.2212,0.0923,0.0643,0.082,0.0286,0.1684,0.1285,0.1772,0.1092,0.1986,0.1721,0.231,0.089,0.304,0.1048,0.2234,0.099,0.3349,0.0964,0.2274,0.0615,0.6121,0.2407,0.2807,0.1291,0.4339,0.8547,0.2336,0.2422,0.1278,0.4095,1.758,0.6609,2.3188,0.0672,0.3014,0.8736,0.8358,0.2229,0.796,0.275,0.4454
"417226",2.0164,0.6081,0.4299,0.6155,0.5996,2.1668,1.0788,1.0393,1.0181,0.5286,2.0022,0.9059,0.4979,1.4223,1.9309,3.2124,0.5746,2.338,2.1885,2.4656,0.5642,0.2881,1.5394,1.8163,3.7618,2.9217,6.2521,2.4593,1.0414,2.2979,2.0014,0.0579,1.8879,0.6604,0.0468,0.0797,1.2827,0.0519,0.0547,0.0931,0.4854,1.3975,0.0614,0.3205,0.4233,0.4489,0.6619,0.0814,0.2019,0.3165,0.996,0.2165,1.144,0.1906,0.4268,0.1882,0.9327,0.229,0.6485,0.2699,0.6265,0.1648,0.5628,1.0749
"1048810",0.5428,0.6127,0.3494,1.1626,0.2059,0.2797,0.3592,0.2124,0.1587,0.3375,0.1561,0.3228,0.2718,1.5245,0.7866,1.1257,0.4678,0.3375,0.3179,0.3919,0.759,0.6685,0.6478,1.086,0.9146,1.8865,2.9072,0.8421,0.8179,0.9866,1.3863,0.5424,1.5135,0.8583,0.3208,0.4644,0.9772,0.3877,0.5165,0.5239,0.4296,0.7954,0.6295,0.1601,0.1522,0.1599,0.5126,0.478,0.6912,0.3351,0.71,0.3002,0.5458,0.6991,0.5009,0.647,0.0784,0.2837,0.2525,0.2969,0.8444,0.7282,0.3914,0.0986
"39796",0.6662,0.4829,0.7984,0.39,0.4637,0.6796,0.3383,0.7016,0.6496,0.4274,0.5032,0.3749,0.8507,0.1747,0.6017,0.5316,1.0769,0.9382,0.9056,0.169,0.4902,0.7831,0.2245,0.5601,0.2306,0.1412,0.1391,0.3543,0.3094,0.5143,0.2993,0.1264,0.1616,0.1879,0.1786,0.0442,0.369,0.1115,0.105,0.1116,0.1619,0.1807,0.2016,0.1536,0.4743,0.3445,0.371,0.1621,0.1687,0.1194,0.1844,0.092,0.4805,0.2666,0.6277,0.6571,0.3489,0.4578,0.3524,0.358,0.8712,0.5679,0.2065,0.1212
"39093",0.638,2.5171,1.8893,1.7941,0.9905,2.9933,0.4211,1.4209,2.0259,2.0716,0.2559,1.3119,1.836,0.3658,0.1171,0.1131,2.0603,0.1058,0.1032,0.0708,0.0414,0.3367,0.044,0.0818,0.0679,0.0763,0.0783,0.1093,0.0849,0.1212,0.0981,0.0773,0.0857,0.1143,0.0717,0.0664,0.1933,0.1259,0.1211,0.0388,0.0188,0.0748,0.2643,0.1421,0.2585,0.1532,0.1206,0.1502,0.1004,0.3807,0.0374,0.0685,1.9579,0.7149,1.5852,0.6971,1.1726,1.5861,1.1806,0.9645,1.4616,2.1485,3.8806,0.5062
"137158",0.3863,0.6392,0.7502,0.2432,0.9761,0.9375,0.7516,0.2828,0.3536,0.5237,0.46,0.6848,0.3353,0.189,0.7374,0.4225,0.5504,0.2642,0.2483,0.2395,0.1661,0.2788,0.1021,0.1912,0.113,0.1289,0.1369,0.1274,0.1546,0.1789,0.1995,0.2447,0.2169,0.244,0.134,0.1785,0.1831,0.362,0.1746,0.3456,0.1082,0.1303,0.0891,0.1423,0.3806,0.1455,0.1016,0.1494,0.4547,0.0546,0.5571,0.0204,0.4442,0.3206,0.2434,0.3678,0.1149,0.3878,0.3425,0.3226,0.2863,0.0803,0.4014,0.2894
"365826",3.6753,1.9791,1.634,4.2283,1.8296,1.7974,2.0201,2.1226,3.8209,0.7887,2.3358,3.2693,0.258,0.7891,0.6844,2.3525,0.8582,1.5478,1.4987,5.4063,0.0734,1.3744,0.5998,0.0529,0.0997,0.0611,0.0716,0.1193,0.1049,0.0708,0.1625,0.1151,0.1107,1.0353,0.1473,0.2609,0.1299,0.2005,0.0968,0.1353,0.1393,0.2699,0.0793,0.7986,1.1286,1.6631,2.083,0.9074,1.4254,2.2463,2.7923,1.5252,2.4338,2.2032,1.6309,1.869,1.0944,0.9239,2.1231,1.489,0.9239,0.5715,1.1711,0.385
"377731",0.3205,0.2169,2.985,0.7629,1.4461,1.8833,1.8153,1.8714,2.2131,0.8395,0.8651,3.1361,0.3503,0.779,0.0955,0.1667,0.8533,0.2993,0.2718,0.1951,0.6829,0.6982,0.3995,0.131,0.1298,0.236,0.2287,0.084,0.1166,0.2135,0.1018,0.1091,0.1633,0.1609,0.0784,0.1977,0.0984,0.1795,0.1234,0.0675,0.1076,0.1284,0.2566,0.1342,0.4343,0.0798,0.6381,0.1297,0.1403,0.0699,0.0502,0.0376,0.378,0.1176,0.3984,0.2045,0.2209,0.7031,0.1574,0.4614,0.7164,1.685,0.1902,0.1687
"345553",0.5551,0.1748,0.6284,0.2831,4.6422,0.5962,1.5138,0.6229,0.3296,7.232,0.5804,0.3852,0.4614,0.094,0.0935,0.0709,0.1771,0.1274,0.113,0.1928,0.0278,0.0738,0.1354,0.2041,0.1696,0.1547,0.1422,0.0861,0.1538,0.1017,0.1045,0.0783,0.1753,0.2119,0.1538,0.2407,0.0726,0.1837,0.2698,0.081,0.2182,0.1747,0.157,0.1538,0.3912,0.1441,0.2022,0.1988,0.1821,0.0864,0.099,0.0777,0.091,0.1537,0.3278,0.2271,0.2013,0.428,0.1574,0.602,0.5986,0.1539,0.2784,0.1557
"486175",0.2342,0.1771,0.1309,0.3278,0.8499,0.6431,0.7639,0.2656,0.3731,0.3228,0.1785,0.5198,0.3425,0.3602,0.8175,0.7681,0.937,0.653,0.6401,0.8749,0.5005,0.8944,0.5471,0.8998,0.7668,1.705,1.7748,0.2411,0.183,0.2173,0.9187,0.8313,0.76,0.6939,1.5555,2.8756,1.0563,2.1728,1.692,0.8576,1.2936,1.6285,2.2217,0.7709,1.9609,0.4217,0.6356,1.6516,1.5611,1.4046,1.1093,1.1676,1.4792,0.2222,0.1295,0.3325,0.6685,0.2269,0.8071,0.8492,0.4672,0.241,0.0596,0.103
"729964",0.2224,0.5465,0.5846,0.5754,2.8863,0.365,0.9447,0.7767,0.734,0.5565,0.529,0.4258,0.888,0.4754,2.1973,0.3458,0.5872,0.3007,0.296,1.0277,0.1982,0.6695,0.6546,0.2568,0.1625,0.2744,0.1738,0.1018,0.2124,0.169,0.1585,0.2293,0.4297,0.3584,0.1989,0.1377,0.3782,0.1733,0.1684,0.2761,0.3507,0.2827,0.1494,0.1246,0.3518,0.1424,0.31,0.1787,0.3448,0.2614,0.3209,0.1434,0.3672,0.4321,0.4177,0.7764,0.4101,0.6665,0.5661,0.4815,0.567,0.4943,0.2168,0.6156
"362483",0.8415,0.8625,0.7995,0.8096,1.7627,1.0485,2.7359,0.8218,0.6682,8.7203,1.1326,1.0698,1.3385,0.3098,0.6662,0.5026,0.8069,0.6057,0.5704,0.5153,0.6403,0.7814,0.41,1.2821,1.2502,0.17,0.8155,0.2714,3.1831,1.3938,0.7623,2.1105,1.6628,1.4804,1.568,0.9911,2.1885,3.6315,1.7256,2.7954,2.7789,2.3067,0.8117,6.9031,1.5798,0.3735,1.4376,1.0023,3.9728,1.9697,1.767,2.0472,1.2025,2.6501,1.9782,1.9384,6.488,2.3356,6.4633,2.3357,2.1983,2.6091,4.9339,6.7446
"383188",0.3408,0.4758,0.362,0.9716,0.4327,0.3488,0.5604,0.3872,0.3292,0.8943,0.248,0.6761,0.4846,0.6739,0.599,1.1278,0.594,0.4438,0.4164,1.1469,0.5544,0.1564,0.5403,0.145,0.1636,0.0754,0.5204,0.1626,0.2994,0.0973,0.314,0.687,3.5148,1.1285,2.0273,2.8448,2.3774,2.2254,2.4531,1.4275,2.9356,2.9998,1.4809,0.5927,1.3002,0.6747,0.825,1.3122,0.466,0.9528,1.3507,1.0156,1.8398,1.1466,1.5433,1.0831,0.867,0.0855,1.1549,1.9367,1.1157,0.8483,0.8106,0.6124
"345232",0.3934,0.628,1.1499,0.4197,0.9718,0.8306,0.8443,0.6931,0.6989,0.6227,0.5393,0.4376,0.7107,0.4628,0.426,0.4194,0.8681,0.9595,0.9338,0.22,0.653,0.5798,0.5741,0.209,0.1397,0.1595,0.1932,0.142,0.1522,0.1565,0.1226,0.3338,0.4052,0.6579,0.1886,0.1546,0.3629,0.1804,0.1878,0.2894,0.5266,0.2769,0.1907,0.205,0.446,0.2074,0.4102,0.1835,0.1746,0.1117,0.0956,0.0855,0.3386,0.2106,0.2301,0.319,1.0028,0.4775,0.4829,0.4702,0.7129,0.5856,1.2272,0.2027
"307660",0.2765,1.1166,0.2366,0.7568,0.2584,0.3476,0.6766,0.1678,0.1563,9.0043,0.2918,0.1708,0.1619,0.1097,0.0858,0.1042,0.1965,0.1368,0.1253,0.0903,0.0234,0.1607,0.1241,0.0941,0.0909,0.0915,0.0904,0.0972,0.1021,0.0857,0.1415,0.0865,0.186,0.2412,0.1875,0.1047,0.1572,0.0681,0.1029,0.1069,0.0904,0.2061,0.173,0.0352,0.2273,0.1581,0.1454,0.1153,0.0537,0.0756,0.1146,0.112,0.1691,0.5294,1.488,0.2717,0.2108,0.3412,0.1914,0.4548,0.3157,0.2588,0.044,0.314
"68950",0.1157,0.0998,0.206,0.1541,0.1736,0.1512,0.2965,0.225,0.1878,0.2594,0.2895,0.2341,0.3605,0.1607,0.1334,0.0973,0.2785,0.1774,0.1598,0.3516,0.048,0.1558,0.4127,0.3153,0.3504,0.4691,0.4251,0.2643,0.258,0.3413,0.3716,0.14,0.2566,0.3714,0.3327,0.4796,0.1378,0.2836,0.2755,0.2843,0.3581,0.34,0.2813,0.5696,1.161,1.1033,0.5458,0.478,0.4116,0.6487,0.4021,0.6735,0.2903,0.3469,0.3745,0.2347,0.6972,0.2692,0.5525,0.6137,0.42,0.4748,0.5566,0.4854
"744417",0.8078,0.4644,0.7274,0.3507,0.815,0.8399,2.3035,1.1212,0.9178,0.7555,0.6184,0.6711,0.6886,0.7694,0.3621,0.5696,0.1798,1.569,1.4927,0.36,0.2454,0.499,0.2957,0.0964,0.1756,0.1537,0.2214,0.1007,0.1318,0.1528,0.1596,0.2183,0.5742,0.4546,0.1384,0.0899,0.3382,0.3712,0.2858,0.37,0.2669,0.2574,0.149,0.1887,0.7828,0.5008,0.4848,0.2771,0.5422,0.3751,0.2475,0.2489,0.5136,0.4706,0.5023,0.6711,0.0856,0.2344,0.3428,0.3784,0.779,0.3487,0.1386,0.4668
"377461",2.9653,2.3953,0.7713,1.6691,5.0489,5.6387,4.069,4.7007,8.2508,6.6968,1.8983,4.855,7.395,5.502,4.7244,2.2089,3.1138,3.5224,4.4397,6.0496,4.9766,2.1986,2.7242,0.5295,0.3313,0.2691,0.1283,0.334,0.3379,0.2476,0.4284,0.237,0.3676,0.2025,1.1463,0.3496,1.2103,0.4841,0.2455,0.3529,0.9878,0.7519,0.3478,0.4894,0.5749,0.5452,2.5257,0.3321,0.2508,0.3844,0.5419,0.5107,0.477,0.5727,0.4671,0.6989,1.0068,1.0704,0.4558,1.0298,1.5496,0.5495,0.3802,0.2123
"486787",0.5401,0.3143,0.341,0.3961,0.6607,0.3506,0.3392,0.298,0.1378,1.5205,0.1405,0.1717,0.7695,0.371,0.2578,0.4809,0.2934,1.0924,1.0081,0.7596,0.5058,0.639,0.4877,0.1135,0.4889,0.0471,0.0398,0.1602,0.2443,0.1012,0.1338,3.6094,4.4736,1.9822,0.5179,2.9782,3.9037,1.5807,0.5945,0.6728,1.4673,1.3246,1.1897,0.8694,0.993,0.1549,0.3196,5.4096,0.9652,3.1441,2.1359,2.4168,1.7306,0.8256,1.1504,0.3513,3.4129,1.6888,1.7664,1.2714,1.0485,0.4177,2.5379,4.9391
"325182",0.2345,0.1987,0.1892,0.4008,0.3318,0.2469,0.1658,0.3558,0.3728,0.1434,0.1248,0.1462,0.1109,0.1188,0.2847,0.1825,0.1906,0.1011,0.1152,0.2596,0.2199,0.1514,0.044,0.1135,0.1616,0.09,0.0439,0.1997,0.1893,0.1263,0.647,2.7239,1.4694,3.0805,1.2749,1.3409,1.4177,1.1996,0.8995,1.2546,1.2589,0.5521,1.0959,0.0567,0.2467,0.1619,0.535,0.0722,0.3104,0.1266,0.1933,0.125,0.6389,0.1941,0.6053,0.3321,0.0856,0.1292,0.2059,0.2769,0.4067,0.6642,1.1073,0.6299
"740801",1.1027,1.4961,0.8105,0.4284,1.7521,3.3752,2.0136,1.1192,0.6484,0.5684,1.7584,0.6761,1.7992,0.2564,0.5878,0.7788,0.3508,0.6947,0.6516,1.9857,0.2979,0.1996,0.1364,0.0985,0.3675,0.0741,0.1347,0.1054,0.2916,0.0891,0.1225,0.3312,0.2091,0.2213,0.4092,0.4055,0.2572,0.3886,0.4736,0.6969,0.222,0.1569,0.1311,1.1506,0.7332,0.0897,0.24,0.6895,1.035,0.3785,0.8481,0.071,0.6859,0.3741,0.3624,0.3001,0.8441,0.5452,0.7619,0.5714,0.8713,0.1856,0.6547,1.0757
"197657",0.0984,0.3022,0.246,0.1409,0.3377,0.1464,0.4336,0.2012,0.1714,0.3386,0.114,0.1506,0.1432,0.1031,0.5944,0.2941,0.4988,0.1904,0.1721,0.1639,0.2508,0.1984,0.208,0.2345,0.1502,0.3311,0.1609,0.0883,0.8057,0.5172,0.329,0.8834,0.2181,0.2738,0.1399,0.264,0.1111,0.866,0.3452,0.2759,0.1601,0.1533,0.1044,2.1605,0.6004,0.2176,0.1248,0.3917,2.4155,0.3342,1.3896,0.1724,0.8447,0.5106,0.4884,1.1494,0.0927,0.2526,0.3017,0.4655,0.4377,0.4228,0.1287,0.3227
"1470048",2.8495,2.7234,4.255,1.8124,1.7677,1.6055,5.1028,4.7892,6.002,1.2447,2.6814,1.9032,1.476,5.3202,1.7758,2.3186,2.1637,3.2055,3.814,1.4986,2.9548,3.149,5.8072,0.4578,1.0713,1.7723,1.8196,0.7677,0.5651,0.9027,0.8666,1.733,2.0393,2.0419,1.5265,1.6976,1.5795,1.7368,1.9177,1.0929,1.3856,1.2724,2.2317,0.4712,0.8888,1.2926,1.7613,1.322,0.6345,0.9384,1.8137,1.254,1.5666,1.3108,2.4373,1.7778,1.7985,0.8366,1.6515,0.8742,1.4818,2.0753,1.2002,0.8559
"1323448",0.8723,0.34,1.922,2.8504,1.6614,1.738,3.0259,2.6564,3.4663,2.9404,1.4603,1.78,0.9269,3.4811,0.4501,1.3229,0.4172,1.7774,1.6135,0.5851,0.3581,0.7634,1.5707,0.8428,0.439,2.1007,1.1823,0.5935,0.3106,1.1099,0.5241,0.4377,0.2945,1.0195,0.3546,0.3698,0.2615,0.3636,0.6875,0.4385,0.3433,0.2145,0.3372,0.1107,0.4953,0.4015,0.2391,0.6054,0.4229,0.3377,0.327,0.3777,0.2348,0.6757,0.4432,1.295,0.1018,0.512,0.2663,0.3547,0.4983,1.2018,0.1228,1.7655
"1456900",0.0859,0.1986,0.1815,0.2542,0.8325,0.48,1.1464,0.8315,0.9675,0.7861,0.5014,0.6792,0.5015,1.6224,0.0854,0.1026,0.1236,1.3386,1.2982,0.1885,0.0793,0.4672,0.8529,0.942,0.2089,1.1712,0.8339,0.097,0.1448,0.1156,0.1562,0.122,0.1833,0.2442,0.1744,0.2575,0.2185,0.3343,0.5716,0.3656,0.1466,0.1953,0.2801,0.1148,0.4105,0.3012,0.2671,0.394,0.4554,0.2813,0.2298,0.2484,0.1181,0.1724,0.1794,0.284,0.0693,0.3218,0.1249,0.3246,0.2991,0.2051,0.1023,0.1206
"1434905",0.4958,1.6191,0.3429,0.6184,0.7462,0.276,0.9101,1.4102,0.1974,0.3933,0.9967,0.2491,1.1106,0.9244,1.21,1.1191,1.3995,0.9301,0.862,0.4454,1.4452,0.5552,0.4902,0.1964,0.2203,0.3621,0.3805,0.2015,0.4273,0.4482,0.2977,0.1724,0.2936,0.3721,0.1107,0.1055,0.1352,0.1764,0.2144,0.1462,0.0828,0.1548,0.2637,0.3108,0.6169,0.3349,0.6894,0.2027,0.9055,0.516,2.0281,0.4347,0.509,0.3382,0.4563,0.7535,0.2401,0.3195,0.3556,0.3489,0.6556,0.9078,0.1409,0.702
"1473131",1.6067,1.034,1.5121,4.1744,2.001,2.8673,3.677,3.573,2.7468,0.9919,1.7931,4.0122,1.5228,1.2634,0.6817,0.5683,0.4981,1.2666,1.1414,0.4234,0.3292,0.6099,0.5876,0.195,0.1887,0.2411,0.3165,0.2379,0.2261,0.2435,0.2932,0.2904,0.3622,0.5092,0.0874,0.0878,0.1214,0.2005,0.3199,0.0463,0.0672,0.1117,0.2613,0.7485,0.347,0.332,0.1168,0.2283,0.6722,0.2797,0.1532,0.1642,0.2671,0.9708,0.2865,0.8332,0.4114,0.3672,0.4635,0.4899,0.4913,1.7572,0.0787,1.5642
"291756",2.5913,0.5859,1.4894,0.838,0.9545,1.2198,1.6637,2.7676,5.1686,0.4892,4.3185,3.6996,0.8074,2.7051,1.5235,1.2844,0.7032,1.985,1.8709,1.4887,0.8722,1.3938,2.0368,0.1432,0.5933,0.6497,0.7043,0.6142,0.2796,0.7521,0.8355,1.4085,0.8002,0.5069,0.5749,0.6841,0.4844,0.8453,2.843,0.8753,0.7682,1.5704,1.9497,0.1327,0.9711,1.1638,0.8066,0.5732,0.3272,1.2473,0.4856,0.9732,0.2514,0.3243,0.435,0.5773,0.0271,0.4786,0.2577,0.8582,0.4096,0.3485,0.2133,0.1258
